date,store_id,sku_id,units_sold,price,promo_flag
2024-07-27,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2024-07-28,STORE-DEL-01,SKU-RICE-5KG,3,320.00,0
2024-07-29,STORE-DEL-01,SKU-RICE-5KG,32,320.00,0
2024-07-30,STORE-DEL-01,SKU-RICE-5KG,12,320.00,1
2024-07-31,STORE-DEL-01,SKU-RICE-5KG,12,320.00,0
2024-08-01,STORE-DEL-01,SKU-RICE-5KG,67,320.00,0
2024-08-02,STORE-DEL-01,SKU-RICE-5KG,0,320.00,1
2024-08-03,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2024-08-04,STORE-DEL-01,SKU-RICE-5KG,56,320.00,0
2024-08-05,STORE-DEL-01,SKU-RICE-5KG,12,320.00,0
2024-08-06,STORE-DEL-01,SKU-RICE-5KG,61,320.00,1
2024-08-07,STORE-DEL-01,SKU-RICE-5KG,14,320.00,0
2024-08-08,STORE-DEL-01,SKU-RICE-5KG,13,320.00,0
2024-08-09,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2024-08-10,STORE-DEL-01,SKU-RICE-5KG,6,320.00,0
2024-08-11,STORE-DEL-01,SKU-RICE-5KG,12,320.00,0
2024-08-12,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2024-08-13,STORE-DEL-01,SKU-RICE-5KG,3,320.00,0
2024-08-14,STORE-DEL-01,SKU-RICE-5KG,18,320.00,0
2024-08-15,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2024-08-16,STORE-DEL-01,SKU-RICE-5KG,0,320.00,1
2024-08-17,STORE-DEL-01,SKU-RICE-5KG,10,320.00,0
2024-08-18,STORE-DEL-01,SKU-RICE-5KG,30,320.00,0
2024-08-19,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2024-08-20,STORE-DEL-01,SKU-RICE-5KG,14,320.00,0
2024-08-21,STORE-DEL-01,SKU-RICE-5KG,12,320.00,0
2024-08-22,STORE-DEL-01,SKU-RICE-5KG,2,320.00,0
2024-08-23,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2024-08-24,STORE-DEL-01,SKU-RICE-5KG,9,320.00,0
2024-08-25,STORE-DEL-01,SKU-RICE-5KG,37,320.00,0
2024-08-26,STORE-DEL-01,SKU-RICE-5KG,17,320.00,1
2024-08-27,STORE-DEL-01,SKU-RICE-5KG,13,320.00,0
2024-08-28,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2024-08-29,STORE-DEL-01,SKU-RICE-5KG,36,320.00,0
2024-08-30,STORE-DEL-01,SKU-RICE-5KG,15,320.00,0
2024-08-31,STORE-DEL-01,SKU-RICE-5KG,28,320.00,0
2024-09-01,STORE-DEL-01,SKU-RICE-5KG,5,320.00,0
2024-09-02,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2024-09-03,STORE-DEL-01,SKU-RICE-5KG,41,320.00,0
2024-09-04,STORE-DEL-01,SKU-RICE-5KG,10,320.00,0
2024-09-05,STORE-DEL-01,SKU-RICE-5KG,2,320.00,0
2024-09-06,STORE-DEL-01,SKU-RICE-5KG,27,320.00,0
2024-09-07,STORE-DEL-01,SKU-RICE-5KG,15,320.00,0
2024-09-08,STORE-DEL-01,SKU-RICE-5KG,34,320.00,0
2024-09-09,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2024-09-10,STORE-DEL-01,SKU-RICE-5KG,73,320.00,0
2024-09-11,STORE-DEL-01,SKU-RICE-5KG,10,320.00,0
2024-09-12,STORE-DEL-01,SKU-RICE-5KG,3,320.00,0
2024-09-13,STORE-DEL-01,SKU-RICE-5KG,6,320.00,0
2024-09-14,STORE-DEL-01,SKU-RICE-5KG,6,320.00,0
2024-09-15,STORE-DEL-01,SKU-RICE-5KG,4,320.00,0
2024-09-16,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2024-09-17,STORE-DEL-01,SKU-RICE-5KG,13,320.00,0
2024-09-18,STORE-DEL-01,SKU-RICE-5KG,14,320.00,1
2024-09-19,STORE-DEL-01,SKU-RICE-5KG,11,320.00,0
2024-09-20,STORE-DEL-01,SKU-RICE-5KG,5,320.00,0
2024-09-21,STORE-DEL-01,SKU-RICE-5KG,29,320.00,0
2024-09-22,STORE-DEL-01,SKU-RICE-5KG,5,320.00,0
2024-09-23,STORE-DEL-01,SKU-RICE-5KG,34,320.00,0
2024-09-24,STORE-DEL-01,SKU-RICE-5KG,31,320.00,0
2024-09-25,STORE-DEL-01,SKU-RICE-5KG,5,320.00,0
2024-09-26,STORE-DEL-01,SKU-RICE-5KG,4,320.00,0
2024-09-27,STORE-DEL-01,SKU-RICE-5KG,13,320.00,0
2024-09-28,STORE-DEL-01,SKU-RICE-5KG,15,320.00,0
2024-09-29,STORE-DEL-01,SKU-RICE-5KG,4,320.00,0
2024-09-30,STORE-DEL-01,SKU-RICE-5KG,6,320.00,0
2024-10-01,STORE-DEL-01,SKU-RICE-5KG,7,320.00,0
2024-10-02,STORE-DEL-01,SKU-RICE-5KG,13,320.00,0
2024-10-03,STORE-DEL-01,SKU-RICE-5KG,7,320.00,0
2024-10-04,STORE-DEL-01,SKU-RICE-5KG,14,320.00,0
2024-10-05,STORE-DEL-01,SKU-RICE-5KG,29,320.00,0
2024-10-06,STORE-DEL-01,SKU-RICE-5KG,10,320.00,0
2024-10-07,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2024-10-08,STORE-DEL-01,SKU-RICE-5KG,23,320.00,0
2024-10-09,STORE-DEL-01,SKU-RICE-5KG,8,320.00,0
2024-10-10,STORE-DEL-01,SKU-RICE-5KG,16,320.00,0
2024-10-11,STORE-DEL-01,SKU-RICE-5KG,19,320.00,1
2024-10-12,STORE-DEL-01,SKU-RICE-5KG,7,320.00,0
2024-10-13,STORE-DEL-01,SKU-RICE-5KG,2,320.00,0
2024-10-14,STORE-DEL-01,SKU-RICE-5KG,11,320.00,0
2024-10-15,STORE-DEL-01,SKU-RICE-5KG,4,320.00,0
2024-10-16,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2024-10-17,STORE-DEL-01,SKU-RICE-5KG,13,320.00,0
2024-10-18,STORE-DEL-01,SKU-RICE-5KG,0,320.00,1
2024-10-19,STORE-DEL-01,SKU-RICE-5KG,3,320.00,0
2024-10-20,STORE-DEL-01,SKU-RICE-5KG,26,320.00,0
2024-10-21,STORE-DEL-01,SKU-RICE-5KG,7,320.00,0
2024-10-22,STORE-DEL-01,SKU-RICE-5KG,19,320.00,1
2024-10-23,STORE-DEL-01,SKU-RICE-5KG,12,320.00,0
2024-10-24,STORE-DEL-01,SKU-RICE-5KG,26,320.00,0
2024-10-25,STORE-DEL-01,SKU-RICE-5KG,11,320.00,0
2024-10-26,STORE-DEL-01,SKU-RICE-5KG,30,320.00,1
2024-10-27,STORE-DEL-01,SKU-RICE-5KG,3,320.00,0
2024-10-28,STORE-DEL-01,SKU-RICE-5KG,49,320.00,0
2024-10-29,STORE-DEL-01,SKU-RICE-5KG,11,320.00,1
2024-10-30,STORE-DEL-01,SKU-RICE-5KG,11,320.00,0
2024-10-31,STORE-DEL-01,SKU-RICE-5KG,49,320.00,0
2024-11-01,STORE-DEL-01,SKU-RICE-5KG,40,320.00,0
2024-11-02,STORE-DEL-01,SKU-RICE-5KG,20,320.00,0
2024-11-03,STORE-DEL-01,SKU-RICE-5KG,57,320.00,0
2024-11-04,STORE-DEL-01,SKU-RICE-5KG,30,320.00,0
2024-11-05,STORE-DEL-01,SKU-RICE-5KG,17,320.00,0
2024-11-06,STORE-DEL-01,SKU-RICE-5KG,32,320.00,1
2024-11-07,STORE-DEL-01,SKU-RICE-5KG,5,320.00,0
2024-11-08,STORE-DEL-01,SKU-RICE-5KG,6,320.00,0
2024-11-09,STORE-DEL-01,SKU-RICE-5KG,32,320.00,0
2024-11-10,STORE-DEL-01,SKU-RICE-5KG,0,320.00,1
2024-11-11,STORE-DEL-01,SKU-RICE-5KG,7,320.00,0
2024-11-12,STORE-DEL-01,SKU-RICE-5KG,76,320.00,0
2024-11-13,STORE-DEL-01,SKU-RICE-5KG,39,320.00,0
2024-11-14,STORE-DEL-01,SKU-RICE-5KG,29,320.00,0
2024-11-15,STORE-DEL-01,SKU-RICE-5KG,13,320.00,0
2024-11-16,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2024-11-17,STORE-DEL-01,SKU-RICE-5KG,24,320.00,0
2024-11-18,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2024-11-19,STORE-DEL-01,SKU-RICE-5KG,78,320.00,0
2024-11-20,STORE-DEL-01,SKU-RICE-5KG,9,320.00,0
2024-11-21,STORE-DEL-01,SKU-RICE-5KG,8,320.00,0
2024-11-22,STORE-DEL-01,SKU-RICE-5KG,9,320.00,0
2024-11-23,STORE-DEL-01,SKU-RICE-5KG,7,320.00,0
2024-11-24,STORE-DEL-01,SKU-RICE-5KG,13,320.00,0
2024-11-25,STORE-DEL-01,SKU-RICE-5KG,7,320.00,0
2024-11-26,STORE-DEL-01,SKU-RICE-5KG,10,320.00,0
2024-11-27,STORE-DEL-01,SKU-RICE-5KG,5,320.00,0
2024-11-28,STORE-DEL-01,SKU-RICE-5KG,19,320.00,0
2024-11-29,STORE-DEL-01,SKU-RICE-5KG,14,320.00,0
2024-11-30,STORE-DEL-01,SKU-RICE-5KG,22,320.00,0
2024-12-01,STORE-DEL-01,SKU-RICE-5KG,16,320.00,0
2024-12-02,STORE-DEL-01,SKU-RICE-5KG,45,320.00,0
2024-12-03,STORE-DEL-01,SKU-RICE-5KG,12,320.00,0
2024-12-04,STORE-DEL-01,SKU-RICE-5KG,12,320.00,0
2024-12-05,STORE-DEL-01,SKU-RICE-5KG,7,320.00,0
2024-12-06,STORE-DEL-01,SKU-RICE-5KG,2,320.00,0
2024-12-07,STORE-DEL-01,SKU-RICE-5KG,15,320.00,0
2024-12-08,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2024-12-09,STORE-DEL-01,SKU-RICE-5KG,14,320.00,0
2024-12-10,STORE-DEL-01,SKU-RICE-5KG,1,320.00,0
2024-12-11,STORE-DEL-01,SKU-RICE-5KG,32,320.00,1
2024-12-12,STORE-DEL-01,SKU-RICE-5KG,4,320.00,1
2024-12-13,STORE-DEL-01,SKU-RICE-5KG,4,320.00,0
2024-12-14,STORE-DEL-01,SKU-RICE-5KG,26,320.00,1
2024-12-15,STORE-DEL-01,SKU-RICE-5KG,5,320.00,0
2024-12-16,STORE-DEL-01,SKU-RICE-5KG,7,320.00,1
2024-12-17,STORE-DEL-01,SKU-RICE-5KG,15,320.00,0
2024-12-18,STORE-DEL-01,SKU-RICE-5KG,2,320.00,0
2024-12-19,STORE-DEL-01,SKU-RICE-5KG,8,320.00,0
2024-12-20,STORE-DEL-01,SKU-RICE-5KG,21,320.00,0
2024-12-21,STORE-DEL-01,SKU-RICE-5KG,34,320.00,1
2024-12-22,STORE-DEL-01,SKU-RICE-5KG,24,320.00,0
2024-12-23,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2024-12-24,STORE-DEL-01,SKU-RICE-5KG,10,320.00,0
2024-12-25,STORE-DEL-01,SKU-RICE-5KG,4,320.00,0
2024-12-26,STORE-DEL-01,SKU-RICE-5KG,5,320.00,0
2024-12-27,STORE-DEL-01,SKU-RICE-5KG,36,320.00,0
2024-12-28,STORE-DEL-01,SKU-RICE-5KG,65,320.00,0
2024-12-29,STORE-DEL-01,SKU-RICE-5KG,13,320.00,0
2024-12-30,STORE-DEL-01,SKU-RICE-5KG,32,320.00,0
2024-12-31,STORE-DEL-01,SKU-RICE-5KG,0,320.00,1
2025-01-01,STORE-DEL-01,SKU-RICE-5KG,6,320.00,0
2025-01-02,STORE-DEL-01,SKU-RICE-5KG,13,320.00,0
2025-01-03,STORE-DEL-01,SKU-RICE-5KG,60,320.00,0
2025-01-04,STORE-DEL-01,SKU-RICE-5KG,18,320.00,0
2025-01-05,STORE-DEL-01,SKU-RICE-5KG,13,320.00,0
2025-01-06,STORE-DEL-01,SKU-RICE-5KG,20,320.00,0
2025-01-07,STORE-DEL-01,SKU-RICE-5KG,7,320.00,1
2025-01-08,STORE-DEL-01,SKU-RICE-5KG,13,320.00,0
2025-01-09,STORE-DEL-01,SKU-RICE-5KG,15,320.00,0
2025-01-10,STORE-DEL-01,SKU-RICE-5KG,9,320.00,0
2025-01-11,STORE-DEL-01,SKU-RICE-5KG,10,320.00,0
2025-01-12,STORE-DEL-01,SKU-RICE-5KG,86,320.00,0
2025-01-13,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2025-01-14,STORE-DEL-01,SKU-RICE-5KG,2,320.00,0
2025-01-15,STORE-DEL-01,SKU-RICE-5KG,4,320.00,0
2025-01-16,STORE-DEL-01,SKU-RICE-5KG,4,320.00,0
2025-01-17,STORE-DEL-01,SKU-RICE-5KG,5,320.00,0
2025-01-18,STORE-DEL-01,SKU-RICE-5KG,6,320.00,0
2025-01-19,STORE-DEL-01,SKU-RICE-5KG,36,320.00,0
2025-01-20,STORE-DEL-01,SKU-RICE-5KG,19,320.00,0
2025-01-21,STORE-DEL-01,SKU-RICE-5KG,8,320.00,0
2025-01-22,STORE-DEL-01,SKU-RICE-5KG,10,320.00,1
2025-01-23,STORE-DEL-01,SKU-RICE-5KG,55,320.00,0
2025-01-24,STORE-DEL-01,SKU-RICE-5KG,11,320.00,0
2025-01-25,STORE-DEL-01,SKU-RICE-5KG,18,320.00,0
2025-01-26,STORE-DEL-01,SKU-RICE-5KG,17,320.00,0
2025-01-27,STORE-DEL-01,SKU-RICE-5KG,35,320.00,1
2025-01-28,STORE-DEL-01,SKU-RICE-5KG,9,320.00,0
2025-01-29,STORE-DEL-01,SKU-RICE-5KG,5,320.00,0
2025-01-30,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2025-01-31,STORE-DEL-01,SKU-RICE-5KG,20,320.00,0
2025-02-01,STORE-DEL-01,SKU-RICE-5KG,4,320.00,0
2025-02-02,STORE-DEL-01,SKU-RICE-5KG,8,320.00,0
2025-02-03,STORE-DEL-01,SKU-RICE-5KG,18,320.00,0
2025-02-04,STORE-DEL-01,SKU-RICE-5KG,19,320.00,0
2025-02-05,STORE-DEL-01,SKU-RICE-5KG,11,320.00,0
2025-02-06,STORE-DEL-01,SKU-RICE-5KG,19,320.00,0
2025-02-07,STORE-DEL-01,SKU-RICE-5KG,9,320.00,0
2025-02-08,STORE-DEL-01,SKU-RICE-5KG,38,320.00,0
2025-02-09,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2025-02-10,STORE-DEL-01,SKU-RICE-5KG,7,320.00,0
2025-02-11,STORE-DEL-01,SKU-RICE-5KG,10,320.00,0
2025-02-12,STORE-DEL-01,SKU-RICE-5KG,9,320.00,0
2025-02-13,STORE-DEL-01,SKU-RICE-5KG,47,320.00,0
2025-02-14,STORE-DEL-01,SKU-RICE-5KG,19,320.00,0
2025-02-15,STORE-DEL-01,SKU-RICE-5KG,15,320.00,0
2025-02-16,STORE-DEL-01,SKU-RICE-5KG,2,320.00,0
2025-02-17,STORE-DEL-01,SKU-RICE-5KG,24,320.00,0
2025-02-18,STORE-DEL-01,SKU-RICE-5KG,5,320.00,0
2025-02-19,STORE-DEL-01,SKU-RICE-5KG,12,320.00,0
2025-02-20,STORE-DEL-01,SKU-RICE-5KG,5,320.00,0
2025-02-21,STORE-DEL-01,SKU-RICE-5KG,17,320.00,1
2025-02-22,STORE-DEL-01,SKU-RICE-5KG,19,320.00,0
2025-02-23,STORE-DEL-01,SKU-RICE-5KG,8,320.00,0
2025-02-24,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2025-02-25,STORE-DEL-01,SKU-RICE-5KG,30,320.00,0
2025-02-26,STORE-DEL-01,SKU-RICE-5KG,39,320.00,1
2025-02-27,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2025-02-28,STORE-DEL-01,SKU-RICE-5KG,4,320.00,0
2025-03-01,STORE-DEL-01,SKU-RICE-5KG,98,320.00,1
2025-03-02,STORE-DEL-01,SKU-RICE-5KG,2,320.00,0
2025-03-03,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2025-03-04,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2025-03-05,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2025-03-06,STORE-DEL-01,SKU-RICE-5KG,17,320.00,0
2025-03-07,STORE-DEL-01,SKU-RICE-5KG,46,320.00,0
2025-03-08,STORE-DEL-01,SKU-RICE-5KG,6,320.00,0
2025-03-09,STORE-DEL-01,SKU-RICE-5KG,10,320.00,0
2025-03-10,STORE-DEL-01,SKU-RICE-5KG,64,320.00,0
2025-03-11,STORE-DEL-01,SKU-RICE-5KG,80,320.00,0
2025-03-12,STORE-DEL-01,SKU-RICE-5KG,76,320.00,0
2025-03-13,STORE-DEL-01,SKU-RICE-5KG,29,320.00,0
2025-03-14,STORE-DEL-01,SKU-RICE-5KG,41,320.00,0
2025-03-15,STORE-DEL-01,SKU-RICE-5KG,47,320.00,0
2025-03-16,STORE-DEL-01,SKU-RICE-5KG,8,320.00,0
2025-03-17,STORE-DEL-01,SKU-RICE-5KG,91,320.00,1
2025-03-18,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2025-03-19,STORE-DEL-01,SKU-RICE-5KG,7,320.00,0
2025-03-20,STORE-DEL-01,SKU-RICE-5KG,18,320.00,0
2025-03-21,STORE-DEL-01,SKU-RICE-5KG,3,320.00,0
2025-03-22,STORE-DEL-01,SKU-RICE-5KG,17,320.00,0
2025-03-23,STORE-DEL-01,SKU-RICE-5KG,14,320.00,0
2025-03-24,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2025-03-25,STORE-DEL-01,SKU-RICE-5KG,22,320.00,0
2025-03-26,STORE-DEL-01,SKU-RICE-5KG,4,320.00,0
2025-03-27,STORE-DEL-01,SKU-RICE-5KG,27,320.00,0
2025-03-28,STORE-DEL-01,SKU-RICE-5KG,44,320.00,0
2025-03-29,STORE-DEL-01,SKU-RICE-5KG,60,320.00,0
2025-03-30,STORE-DEL-01,SKU-RICE-5KG,19,320.00,0
2025-03-31,STORE-DEL-01,SKU-RICE-5KG,10,320.00,0
2025-04-01,STORE-DEL-01,SKU-RICE-5KG,35,320.00,1
2025-04-02,STORE-DEL-01,SKU-RICE-5KG,16,320.00,0
2025-04-03,STORE-DEL-01,SKU-RICE-5KG,23,320.00,0
2025-04-04,STORE-DEL-01,SKU-RICE-5KG,29,320.00,1
2025-04-05,STORE-DEL-01,SKU-RICE-5KG,43,320.00,0
2025-04-06,STORE-DEL-01,SKU-RICE-5KG,13,320.00,1
2025-04-07,STORE-DEL-01,SKU-RICE-5KG,49,320.00,0
2025-04-08,STORE-DEL-01,SKU-RICE-5KG,11,320.00,0
2025-04-09,STORE-DEL-01,SKU-RICE-5KG,28,320.00,0
2025-04-10,STORE-DEL-01,SKU-RICE-5KG,27,320.00,0
2025-04-11,STORE-DEL-01,SKU-RICE-5KG,37,320.00,0
2025-04-12,STORE-DEL-01,SKU-RICE-5KG,18,320.00,0
2025-04-13,STORE-DEL-01,SKU-RICE-5KG,11,320.00,1
2025-04-14,STORE-DEL-01,SKU-RICE-5KG,18,320.00,0
2025-04-15,STORE-DEL-01,SKU-RICE-5KG,38,320.00,0
2025-04-16,STORE-DEL-01,SKU-RICE-5KG,14,320.00,0
2025-04-17,STORE-DEL-01,SKU-RICE-5KG,28,320.00,0
2025-04-18,STORE-DEL-01,SKU-RICE-5KG,11,320.00,0
2025-04-19,STORE-DEL-01,SKU-RICE-5KG,2,320.00,0
2025-04-20,STORE-DEL-01,SKU-RICE-5KG,12,320.00,0
2025-04-21,STORE-DEL-01,SKU-RICE-5KG,47,320.00,1
2025-04-22,STORE-DEL-01,SKU-RICE-5KG,23,320.00,0
2025-04-23,STORE-DEL-01,SKU-RICE-5KG,13,320.00,1
2025-04-24,STORE-DEL-01,SKU-RICE-5KG,5,320.00,0
2025-04-25,STORE-DEL-01,SKU-RICE-5KG,8,320.00,0
2025-04-26,STORE-DEL-01,SKU-RICE-5KG,41,320.00,0
2025-04-27,STORE-DEL-01,SKU-RICE-5KG,19,320.00,0
2025-04-28,STORE-DEL-01,SKU-RICE-5KG,9,320.00,0
2025-04-29,STORE-DEL-01,SKU-RICE-5KG,39,320.00,0
2025-04-30,STORE-DEL-01,SKU-RICE-5KG,15,320.00,0
2025-05-01,STORE-DEL-01,SKU-RICE-5KG,16,320.00,0
2025-05-02,STORE-DEL-01,SKU-RICE-5KG,38,320.00,0
2025-05-03,STORE-DEL-01,SKU-RICE-5KG,75,320.00,0
2025-05-04,STORE-DEL-01,SKU-RICE-5KG,39,320.00,0
2025-05-05,STORE-DEL-01,SKU-RICE-5KG,29,320.00,0
2025-05-06,STORE-DEL-01,SKU-RICE-5KG,9,320.00,0
2025-05-07,STORE-DEL-01,SKU-RICE-5KG,12,320.00,0
2025-05-08,STORE-DEL-01,SKU-RICE-5KG,34,320.00,0
2025-05-09,STORE-DEL-01,SKU-RICE-5KG,80,320.00,1
2025-05-10,STORE-DEL-01,SKU-RICE-5KG,14,320.00,0
2025-05-11,STORE-DEL-01,SKU-RICE-5KG,21,320.00,0
2025-05-12,STORE-DEL-01,SKU-RICE-5KG,20,320.00,1
2025-05-13,STORE-DEL-01,SKU-RICE-5KG,45,320.00,0
2025-05-14,STORE-DEL-01,SKU-RICE-5KG,17,320.00,0
2025-05-15,STORE-DEL-01,SKU-RICE-5KG,5,320.00,0
2025-05-16,STORE-DEL-01,SKU-RICE-5KG,11,320.00,0
2025-05-17,STORE-DEL-01,SKU-RICE-5KG,31,320.00,0
2025-05-18,STORE-DEL-01,SKU-RICE-5KG,7,320.00,0
2025-05-19,STORE-DEL-01,SKU-RICE-5KG,15,320.00,0
2025-05-20,STORE-DEL-01,SKU-RICE-5KG,65,320.00,0
2025-05-21,STORE-DEL-01,SKU-RICE-5KG,22,320.00,0
2025-05-22,STORE-DEL-01,SKU-RICE-5KG,12,320.00,0
2025-05-23,STORE-DEL-01,SKU-RICE-5KG,4,320.00,0
2025-05-24,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2025-05-25,STORE-DEL-01,SKU-RICE-5KG,41,320.00,0
2025-05-26,STORE-DEL-01,SKU-RICE-5KG,22,320.00,0
2025-05-27,STORE-DEL-01,SKU-RICE-5KG,6,320.00,0
2025-05-28,STORE-DEL-01,SKU-RICE-5KG,5,320.00,0
2025-05-29,STORE-DEL-01,SKU-RICE-5KG,5,320.00,0
2025-05-30,STORE-DEL-01,SKU-RICE-5KG,32,320.00,0
2025-05-31,STORE-DEL-01,SKU-RICE-5KG,8,320.00,0
2025-06-01,STORE-DEL-01,SKU-RICE-5KG,3,320.00,0
2025-06-02,STORE-DEL-01,SKU-RICE-5KG,9,320.00,0
2025-06-03,STORE-DEL-01,SKU-RICE-5KG,46,320.00,0
2025-06-04,STORE-DEL-01,SKU-RICE-5KG,8,320.00,0
2025-06-05,STORE-DEL-01,SKU-RICE-5KG,19,320.00,0
2025-06-06,STORE-DEL-01,SKU-RICE-5KG,42,320.00,0
2025-06-07,STORE-DEL-01,SKU-RICE-5KG,55,320.00,1
2025-06-08,STORE-DEL-01,SKU-RICE-5KG,6,320.00,0
2025-06-09,STORE-DEL-01,SKU-RICE-5KG,16,320.00,1
2025-06-10,STORE-DEL-01,SKU-RICE-5KG,24,320.00,0
2025-06-11,STORE-DEL-01,SKU-RICE-5KG,27,320.00,0
2025-06-12,STORE-DEL-01,SKU-RICE-5KG,16,320.00,0
2025-06-13,STORE-DEL-01,SKU-RICE-5KG,2,320.00,0
2025-06-14,STORE-DEL-01,SKU-RICE-5KG,27,320.00,0
2025-06-15,STORE-DEL-01,SKU-RICE-5KG,11,320.00,0
2025-06-16,STORE-DEL-01,SKU-RICE-5KG,3,320.00,0
2025-06-17,STORE-DEL-01,SKU-RICE-5KG,10,320.00,0
2025-06-18,STORE-DEL-01,SKU-RICE-5KG,39,320.00,1
2025-06-19,STORE-DEL-01,SKU-RICE-5KG,7,320.00,0
2025-06-20,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2025-06-21,STORE-DEL-01,SKU-RICE-5KG,24,320.00,1
2025-06-22,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2025-06-23,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2025-06-24,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2025-06-25,STORE-DEL-01,SKU-RICE-5KG,59,320.00,0
2025-06-26,STORE-DEL-01,SKU-RICE-5KG,4,320.00,0
2025-06-27,STORE-DEL-01,SKU-RICE-5KG,9,320.00,1
2025-06-28,STORE-DEL-01,SKU-RICE-5KG,30,320.00,0
2025-06-29,STORE-DEL-01,SKU-RICE-5KG,17,320.00,0
2025-06-30,STORE-DEL-01,SKU-RICE-5KG,16,320.00,0
2025-07-01,STORE-DEL-01,SKU-RICE-5KG,5,320.00,0
2025-07-02,STORE-DEL-01,SKU-RICE-5KG,25,320.00,0
2025-07-03,STORE-DEL-01,SKU-RICE-5KG,9,320.00,0
2025-07-04,STORE-DEL-01,SKU-RICE-5KG,4,320.00,0
2025-07-05,STORE-DEL-01,SKU-RICE-5KG,10,320.00,0
2025-07-06,STORE-DEL-01,SKU-RICE-5KG,0,320.00,1
2025-07-07,STORE-DEL-01,SKU-RICE-5KG,25,320.00,0
2025-07-08,STORE-DEL-01,SKU-RICE-5KG,3,320.00,0
2025-07-09,STORE-DEL-01,SKU-RICE-5KG,11,320.00,0
2025-07-10,STORE-DEL-01,SKU-RICE-5KG,6,320.00,0
2025-07-11,STORE-DEL-01,SKU-RICE-5KG,10,320.00,0
2025-07-12,STORE-DEL-01,SKU-RICE-5KG,47,320.00,1
2025-07-13,STORE-DEL-01,SKU-RICE-5KG,38,320.00,1
2025-07-14,STORE-DEL-01,SKU-RICE-5KG,0,320.00,1
2025-07-15,STORE-DEL-01,SKU-RICE-5KG,1,320.00,0
2025-07-16,STORE-DEL-01,SKU-RICE-5KG,11,320.00,0
2025-07-17,STORE-DEL-01,SKU-RICE-5KG,53,320.00,0
2025-07-18,STORE-DEL-01,SKU-RICE-5KG,10,320.00,1
2025-07-19,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2025-07-20,STORE-DEL-01,SKU-RICE-5KG,20,320.00,1
2025-07-21,STORE-DEL-01,SKU-RICE-5KG,12,320.00,0
2025-07-22,STORE-DEL-01,SKU-RICE-5KG,6,320.00,1
2025-07-23,STORE-DEL-01,SKU-RICE-5KG,18,320.00,0
2025-07-24,STORE-DEL-01,SKU-RICE-5KG,6,320.00,0
2025-07-25,STORE-DEL-01,SKU-RICE-5KG,25,320.00,0
2025-07-26,STORE-DEL-01,SKU-RICE-5KG,8,320.00,0
2025-07-27,STORE-DEL-01,SKU-RICE-5KG,45,320.00,0
2025-07-28,STORE-DEL-01,SKU-RICE-5KG,9,320.00,0
2025-07-29,STORE-DEL-01,SKU-RICE-5KG,15,320.00,0
2025-07-30,STORE-DEL-01,SKU-RICE-5KG,6,320.00,0
2025-07-31,STORE-DEL-01,SKU-RICE-5KG,13,320.00,0
2025-08-01,STORE-DEL-01,SKU-RICE-5KG,5,320.00,0
2025-08-02,STORE-DEL-01,SKU-RICE-5KG,47,320.00,0
2025-08-03,STORE-DEL-01,SKU-RICE-5KG,15,320.00,0
2025-08-04,STORE-DEL-01,SKU-RICE-5KG,0,320.00,0
2025-08-05,STORE-DEL-01,SKU-RICE-5KG,34,320.00,0
2025-08-06,STORE-DEL-01,SKU-RICE-5KG,21,320.00,0
2025-08-07,STORE-DEL-01,SKU-RICE-5KG,35,320.00,0
